Fixed Pitch,Fixed Syllable,Randomized Pitch,Randomized Syllable
2.9264051924960723,0.7777476158438403,1.094968336708714,1.1102230246251565e-16
1.366021746280955,0.7777476158438403,0.2533471031357997,0.5244005127080407
2.9264051924960723,2.5631031310892007,2.4864748605243863,0.7777476158438403
2.5631031310892007,1.0488010254160813,0.0,0.8416212335729143
2.9264051924960723,2.1231727991175147,1.6832424671458286,2.1231727991175147
1.366021746280955,2.1231727991175147,-0.27105340957224094,0.5882741304371146
1.805952078252641,1.0282044624088007,1.0488010254160813,0.7777476158438403
2.9264051924960723,1.8982007300872719,3.2897072539029444,2.1231727991175147
2.1231727991175147,3.2897072539029444,1.094968336708714,1.2815515655446004
0.5066942062715994,1.094968336708714,0.7571510528365595,0.8416212335729143
0.5244005127080407,1.366021746280955,0.27105340957224094,0.2533471031357997
2.169254139659513,2.5631031310892007,1.5348986686804,1.8982007300872719
1.8982007300872719,1.8982007300872719,1.805952078252641,1.094968336708714
1.5348986686804,1.2815515655446004,-0.5066942062715994,1.0488010254160813
1.6832424671458286,1.366021746280955,1.5348986686804,0.2533471031357997
1.6832424671458286,0.8416212335729143,0.5244005127080407,1.5348986686804
2.5631031310892007,2.9264051924960723,1.366021746280955,1.805952078252641
2.9264051924960723,3.2897072539029444,2.4864748605243863,2.169254139659513
2.9264051924960723,1.5348986686804,0.2533471031357997,1.094968336708714
1.6832424671458286,-2.220446049250313e-16,0.5066942062715994,0.0
